This is a tab delimited file. If you are seeing this in your web browser, you 
probably want to use the "Save target as..." right-click option, or the 
"Download link to disk..." option on macintosh browsers. (Mac users, hold down 
the mouse button over the link until the pop-up menu appears.)
This text file contains the red:green ratios 
from hybridizations done with arrays containing all the elements 
of the yeast genome.  The "i" preceding the element indicates 
that the spot of DNA corresponds to an intergenic segment of DNA 
to the right of the indicated element.  Blanks indicate that the 
spot on the array corresponding to that element did not contain 
usable data.


NAME	FX6	FX4
YIL012W	1.08	1.14
YIL013C		
YIL014W	0.92	0.75
YIL015C-A	1.63	1.45
YIL015W	1.08	0.82
YIL016W	0.79	0.91
YIL017C	0.91	0.82
YIL017W	0.87	0.64
YIL018W	1.42	1
YIL019W	0.94	0.82
YIL020C	0.7	0.69
YIL021W	0.97	0.76
YIL022W	1.11	0.97
YIL023C	2.07	1.64
YIL024C	1.37	1.14
YIL025C	0.75	0.78
YIL026C	1.02	0.99
YIL027C	0.81	0.9
YIL028W	0.87	0.76
YIL029C	0.94	1.08
YIL030C	1.34	1.25
YIL031W	1.35	1.01
YIL032C	0.83	0.81
YIL033C	1.47	1.07
YIL034C	1.42	0.97
YIL035C	1.05	0.93
YIL036W	0.69	0.66
YIL037C	0.86	0.85
YIL038C	1.02	0.93
YIL039W	1.61	1.28
YIL040W	1.44	1.32
YIL041W	1.93	1.36
YIL042C	2.33	1.8
YIL043C	1.24	1.16
YIL044C	1.53	1.25
YIL045W	1.58	1.27
YIL046W	3.89	2.65
YIL047C	2.54	1.75
YIL048W	0.89	0.85
YIL049W	1.17	1.01
YIL050W	1.75	1.39
YIL051C	1.47	1.23
YIL052C	1.56	1.02
YIL053W	1.64	1.52
YIL054W	1.58	1.61
YIL055C	1.68	1.58
YIL056W	1.56	1.4
YIL057C	1.4	1.29
YIL058W	1.53	1.37
YIL059C	1.29	1.07
YIL060W	0.95	0.98
YIL061C	1.02	1.41
YIL062C	2.22	1.87
YIL063C	1.33	1.26
YIL064W	1.21	1.14
YIL065C	2.16	1.96
YIL066C	1.84	1.19
YIL067C	1.04	0.76
YIL068C	0.72	0.69
YIL069C	0.97	0.83
YIL070C	1.28	1.1
YIL071C	1.23	1.02
YIL072W	0.9	0.76
YIL073C	0.69	0.87
YIL074C	1.62	1.07
YIL075C	0.84	0.84
YIL076W	1.01	0.83
YIL077C	0.96	0.74
YIL078W	1.28	0.99
YIL079C	1.22	0.95
YIL080W	1.09	0.8
YIL082W	0.91	0.81
YIL082W-A	1.27	1.18
YIL083C	1.52	1.26
YIL084C	1.21	0.83
YIL085C	1.04	0.76
YIL086C	0.61	0.79
YIL087C	0.73	0.61
YIL088C	1.12	0.71
YIL089W	0.89	0.7
YIL090W	0.78	0.84
YIL091C	0.9	0.69
YIL092W	0.82	0.68
YIL093C	0.8	0.71
YIL094C	1.55	1.01
YIL095W	0.96	0.87
YIL096C	1.38	1.02
YIL097W	1.27	0.99
YIL098C	1.58	1.31
YIL099W	4.11	3.06
YIL100W	1.96	2.27
YIL101C	1.93	1.36
YIL102C	0.84	0.83
YIL103W	0.83	0.68
YIL104C	0.75	0.73
YIL105C	0.72	0.6
YIL106W	0.82	0.76
YIL107C	1.16	0.86
YIL108W	1.52	1.44
YIL109C	1.5	0.9
YIL110W	1.34	1.09
YIL111W	1.08	0.96
YIL112W	0.99	0.71
YIL113W	1.21	0.99
YIL114C	1.84	1.31
YIL115C	1.48	1.41
YIL116W	1.64	1.22
YIL117C	1.72	1.34
YIL118W	1.02	1.05
YIL119C	1.02	0.9
YIL120W	0.99	0.78
YIL121W	1.3	1.03
YIL122W	0.9	1.09
YIL123W	1.24	1.29
YIL124W	1.43	1.01
YIL125W		1.06
YIL126W	1.07	1.01
YIL127C	0.87	0.86
YIL128W	1.1	0.78
YIL129C	0.83	0.72
YIL130W	1.26	1.09
YIL131C	0.94	0.74
YIL132C	1.05	0.82
YIL133C	1.32	0.94
YIL134W	0.85	0.8
YIL135C	0.67	0.75
YIL136W	1.11	1.14
YIL137C	0.66	0.72
YIL138C	0.81	0.94
YIL139C	1.07	0.9
YIL140W	1.19	0.85
YIL141W	0.92	0.95
YIL142W	1.9	1.61
YIL143C	1.02	0.77
YIL144W	0.88	0.8
YIL145C	1.02	0.77
YIL146C	1.12	1.02
YIL147C	0.96	0.72
YIL148W	1.14	0.98
YIL149C	0.84	0.71
YIL150C	0.69	0.61
YIL151C	0.6	0.71
YIL152W	1.03	1.13
YIL153W	2.84	2.12
YIL154C	2.02	2.2
YIL155C	2.63	1.77
YIL156W	1.05	0.86
YIL157C	0.9	0.7
YIL158W	1.21	1.2
YIL159W	0.99	0.95
YIL160C	2.03	1.78
YIL161W	1.07	1.01
YIL162W	1.69	1.21
YIL163C	1.01	0.8
YIL164C	1	0.81
YIL165C	0.77	0.84
YIL166C	0.69	0.76
YIL167W	0.69	0.67
YIL168W	0.69	0.66
YIL169C	0.8	0.66
YIL170W	0.81	0.77
YIL171W	0.81	0.8
YIL172C	0.83	0.72
YIL173W		
YIL174W	1.26	1.19
YIL175W	1.17	0.96
YIL176C	1.16	0.84
YIL177C	1.87	1.62
YILCdelta2	1.19	1.28
YILCdelta3	1.03	0.92
YILCdelta5	1.13	1.15
YILWTy3-1A	0.77	0.64
YILWTy3-1B	0.8	0.57
YILWTy3-1C	0.96	0.65
YILWTy3-1D	1.1	0.82
YIR001C	1.23	0.98
YIR002C	0.91	0.78
YIR003W	0.81	0.58
YIR004W	0.76	0.69
YIR005W	1.01	1.11
YIR006C	1.02	1.03
YIR007W	1	0.69
YIR008C	0.8	0.57
YIR009W	0.74	0.86
YIR010W	0.69	0.57
YIR011C	0.74	0.6
YIR012W	0.79	0.55
YIR013C	0.96	0.83
YIR014W	1.24	0.98
YIR015W	0.69	0.97
YIR016W	1.77	1.39
YIR017C	2.01	1.61
YIR018W	1.07	0.82
YIR019C		1.12
YIR020C	0.79	0.68
YIR020W-B	0.66	0.64
YIR021W	0.91	0.82
YIR022W	0.66	0.66
YIR023W	0.77	0.51
YIR024C	0.84	0.6
YIR025W	0.92	0.82
YIR026C	0.85	0.65
YIR027C	0.98	0.77
YIR028W	0.62	0.48
YIR029W	0.83	0.7
YIR030C	0.96	0.75
YIR031C	0.93	0.74
YIR032C	1.05	0.79
YIR033W	1.22	0.71
YIR034C	0.91	0.69
YIR035C	1.5	1.23
YIR036C	2.64	1.95
YIR037W	0.99	1.05
YIR038C	0.86	0.87
YIR039C	1.01	0.68
YIR040C	0.85	0.79
YIR041W	0.77	0.87
YIR042C	0.96	0.84
YIR043C	1.32	0.99
YIR044C	0.87	0.9
YIRCdelta6	0.64	0.66
YJL001W	1.01	0.74
YJL002C	0.98	0.8
YJL003W	0.88	0.72
YJL004C	0.89	0.7
YJL005W		
YJL006C	1.19	0.87
YJL007C		0.99
YJL008C	1.23	0.73
YJL009W	0.82	0.87
YJL010C	0.92	0.83
YJL011C	0.89	0.8
YJL012C	0.83	0.72
YJL013C	0.91	0.88
YJL014W	1.04	0.79
YJL015C	0.88	0.8
YJL016W	1.01	0.78
YJL017W	1.26	1
YJL018W	0.84	0.73
YJL019W	1.05	0.8
YJL020C	1.24	1.14
YJL021C	1.58	1.32
YJL022W	0.98	0.88
YJL023C	1.09	1.05
YJL024C	1.31	0.89
YJL025W	1.09	1
YJL026W	1.85	1.74
YJL027C	2.44	2.3
YJL028W	1.31	1.3
YJL029C	1.37	1.11
YJL030W	0.99	0.81
YJL031C	1.21	0.96
YJL032W	0.77	0.79
YJL033W	1.04	0.78
YJL034W	1.07	0.89
YJL035C	1.06	0.8
YJL036W	1.01	0.76
YJL037W	1	0.87
YJL038C	1.03	0.77
YJL039C	0.71	0.73
YJL041W	0.84	0.78
YJL042W	1.14	1.13
YJL043W	2.67	2.25
YJL044C	1.48	1.12
YJL045W	0.87	0.68
YJL046W	1.21	0.99
YJL047C	1.09	0.95
YJL048C	1.45	1.11
YJL049W	1.16	0.86
YJL050W	0.95	0.92
YJL051W	1.22	0.86
YJL052W	2.41	1.72
YJL053W	1.89	1.38
YJL054W	1.34	1.06
YJL055W	1.94	1.41
YJL056C	1.27	1.01
YJL057C	1.22	0.69
YJL058C	0.98	0.7
YJL059W	0.62	0.76
YJL060W	1.38	0.75
YJL061W	0.84	0.62
YJL062W	1.14	1.01
YJL063C	1.66	1.75
YJL064W	1	0.85
YJL065C	0.9	0.93
YJL066C	1.57	1.12
YJL067W	1.14	1.27
YJL068C	1.22	1.14
YJL069C	1.45	1.06
YJL070C	1.2	0.98
YJL071W	0.94	0.98
YJL072C	0.81	0.89
YJL073W	1.06	0.83
YJL074C	1.13	0.97
YJL075C	0.65	0.7
YJL076W	0.89	0.55
YJL077C	1.01	0.94
YJL078C	1.34	1.39
YJL079C	1.87	2.26
YJL080C	0.69	0.64
YJL081C	0.72	0.58
YJL082W	1.15	0.76
YJL083W	0.83	0.93
YJL084C	0.97	0.86
YJL085W	1.19	0.8
YJL086C	1.23	1.04
YJL087C	1.5	1.31
YJL088W	2.2	2.08
YJL089W	1.19	1.07
YJL090C	1.07	0.84
YJL091C	0.45	0.62
YJL092W	0.94	0.58
YJL093C	0.8	0.52
YJL094C	0.81	0.81
YJL095W	0.74	0.81
YJL096W	0.78	0.68
YJL097W	1.14	0.75
YJL098W	1.55	1.04
YJL099W	1.24	1.06
YJL100W	2.95	2.58
YJL101C	1.91	1.45
YJL102W	1.38	0.95
YJL103C	1.18	0.97
YJL104W	0.91	1.05
YJL105W	1.01	0.73
YJL106W	1.14	0.78
YJL107C	0.75	0.66
YJL108C	0.96	0.63
YJL109C	0.65	0.59
YJL110C	0.89	0.75
YJL111W	0.94	0.77
YJL112W	0.69	0.62
YJL113W	0.59	0.64
YJL114W	1.52	1.04
YJL115W	0.97	1.14
YJL116C	1.63	0.94
YJL117W	1.92	1.33
YJL118W	2.27	1.24
YJL119C	1.55	1.44
YJL120W	1.66	1.47
YJL121C	1.67	1.05
YJL122W	1.1	1.06
YJL123C	0.88	0.94
YJL124C	0.89	0.65
YJL125C	0.85	0.55
YJL126W	1	0.84
YJL127C	0.58	0.73
YJL128C	0.92	0.77
YJL129C	0.68	0.64
YJL130C	1.2	0.94
YJL131C	1.03	0.95
YJL132W	0.98	0.77
YJL133W	2	1.27
YJL134W	2.53	1.53
YJL135W	1.39	1.44
YJL136C	1	1.06
YJL137C	1.01	0.7
YJL138C	1.06	0.83
YJL139C	0.84	0.79
YJL140W	0.73	0.62
YJL141C	1.01	0.59
YJL142C	0.94	0.84
YJL143W	0.73	0.75
YJL144W	0.78	0.88
YJL145W	0.88	0.68
YJL146W	1.3	0.81
YJL147C	1.18	1.01
YJL148W	0.99	0.81
YJL149W	1.59	0.98
YJL150W	1.7	1.67
YJL151C	1.58	1.54
YJL152W	1.69	1.99
YJL153C	2.08	1.35
YJL154C	1.21	1.13
YJL155C	0.6	0.85
YJL156C	0.58	0.68
YJL157C	0.62	0.87
YJL158C		
YJL159W	1.04	1.36
YJL160C	0.91	0.69
YJL161W	0.98	0.84
YJL162C	1.36	1.3
YJL163C	1.07	1.33
YJL164C	0.67	0.85
YJL165C	0.72	1.01
YJL166W	1.12	1.14
YJL167W	0.92	0.8
YJL168C	0.63	0.94
YJL169W	0.78	0.75
YJL170C	1.02	1.02
YJL171C	0.84	0.88
YJL172W	0.89	1
YJL173C	1.12	1.03
YJL174W	1.54	1.43
YJL175W	1.04	1.14
YJL176C	0.69	0.86
YJL177W	1.14	0.76
YJL178C	0.98	0.93
YJL179W	0.91	0.82
YJL180C	0.8	0.8
YJL181W	0.88	0.9
YJL182C	1.2	1.12
YJL183W	1.28	0.92
YJL184W	1.13	0.97
YJL185C	1.36	0.93
YJL186W	1.14	1.11
YJL187C	0.77	1
YJL188C	1.26	1.44
YJL189W	1.8	1.51
YJL190C	1.47	1.46
YJL191W	1.09	1.01
YJL192C	0.81	0.83
YJL193W	0.89	0.68
YJL194W	1.26	1.08
YJL195C	0.9	0.9
YJL196C	0.65	0.74
YJL197W	0.85	0.86
YJL198W	0.98	1
YJL199C	1.19	0.96
YJL200C	0.85	0.82
YJL201W	0.99	0.88
YJL202C	0.87	0.92
YJL203W	0.83	0.88
YJL204C	0.56	0.56
YJL206C	0.73	0.68
YJL206C-A	0.86	0.94
YJL207C	0.72	0.95
YJL208C	0.62	0.77
YJL209W	0.95	0.75
YJL210W	1.84	1.68
YJL211C	1.55	1.36
YJL212C	0.76	1.04
YJL213W		
YJL214W	0.87	0.88
YJL215C	0.8	0.65
YJL216C	0.99	0.76
YJL217W		
YJL218W	0.66	0.95
YJL219W	0.81	0.89
YJL220W	0.7	0.68
YJL221C	0.68	0.72
YJL222W	1.16	1.29
YJL223C	1.21	1.06
YJL225C	0.8	0.94
YJLCdelta6	0.73	0.68
YJLCdelta7	0.74	0.77
YJLWdelta10	0.6	0.78
YJLWdelta15	0.77	0.75
YJLWdelta16	1.09	1.24
YJLWdelta8	0.68	0.81
YJLWdelta9	1.09	1.17
YJLWtau4	0.91	0.72
YJR001W	0.83	0.56
YJR002W	1.03	1.04
YJR003C	0.9	0.78
YJR004C	0.54	0.65
YJR005W	0.87	0.86
YJR006W	1.06	0.97
YJR007W	0.89	0.84
YJR008W	0.99	1.06
YJR009C	2.07	1.36
YJR010C-A	0.97	0.97
YJR010W	1.14	1.08
YJR011C	0.79	0.73
YJR012C	0.66	0.7
YJR013W	1.06	1.01
YJR014W	0.78	1.02
YJR015W	0.92	1.01
YJR016C	3.14	1.58
YJR017C	2.49	1.98
YJR018W	1.78	1.72
YJR019C	1.83	2.12
YJR020W	2.83	2.41
YJR021C	2.33	2.18
YJR022W	2.05	1.74
YJR023C	1.22	1.32
YJR024C	4.63	2.56
YJR025C	1.33	1.66
YJR026W	0.97	0.88
YJR027W	0.75	
YJR028W	0.87	0.68
YJR029W		
YJR030C	0.77	0.76
YJR031C	0.77	0.58
YJR032W	0.56	0.36
YJR033C	0.88	1.03
YJR034W	0.9	0.92
YJR035W	0.58	0.69
YJR036C	0.57	0.7
YJR037W	0.92	
YJR038C	0.9	1.02
YJR039W	0.75	0.83
YJR040W	0.57	0.69
YJR041C	0.82	1.01
YJR042W	0.42	0.54
YJR043C	0.63	0.47
YJR044C	1	0.7
YJR045C	0.73	0.86
YJR046W	0.85	0.96
YJR047C	1.32	1.1
YJR048W	1.1	0.97
YJR049C	1.21	1.46
YJR050W	0.96	0.95
YJR051W	0.76	0.86
YJR052W	0.53	0.7
YJR053W	0.91	0.98
YJR054W	0.83	0.87
YJR055W	0.81	0.83
YJR056C	0.62	0.83
YJR057W	1.41	1.44
YJR058C	1.09	1.34
YJR059W	1.16	0.71
YJR060W	0.54	0.37
YJR061W	0.57	0.92
YJR062C	0.53	0.64
YJR063W	0.8	0.63
YJR064W	0.91	0.71
YJR065C	1.21	1.26
YJR066W	1.47	1.54
YJR067C	0.92	0.79
YJR068W	0.81	0.82
YJR069C	1	1.07
YJR070C	1.17	1.21
YJR071W	1.08	1.12
YJR072C	1.25	1.37
YJR073C	1.58	1.87
YJR074W	1.38	1.32
YJR075W	1.08	0.82
YJR076C	0.88	0.6
YJR077C	1.48	2.37
YJR078W	0.81	1.13
YJR079W	0.98	0.91
YJR080C	0.79	0.69
YJR082C	1.24	1.14
YJR083C	0.83	0.89
YJR084W	0.69	0.76
YJR085C	0.62	0.75
YJR086W	0.98	1.11
YJR087W	0.89	0.94
YJR088C	0.91	0.91
YJR089W	0.79	0.77
YJR090C	0.52	0.78
YJR091C	0.41	0.6
YJR092W	0.45	0.42
YJR093C	0.51	0.42
YJR094C	0.67	0.83
YJR094W-A	0.57	0.69
YJR095W	0.6	0.54
YJR096W	0.59	0.53
YJR097W	1.12	1.09
YJR098C	0.84	0.85
YJR099W	0.71	0.74
YJR100C	0.63	0.72
YJR101W	1.19	1.12
YJR102C	1.1	1.03
YJR103W	1.08	1.28
YJR104C	2.02	1.95
YJR105W	0.89	1.39
YJR106W	0.68	0.77
YJR107W	0.6	0.57
YJR108W	0.63	0.46
YJR109C	0.67	0.91
YJR110W	0.58	0.77
YJR111C	0.81	0.89
YJR112W	1.09	0.95
YJR113C	1.65	1.67
YJR114W	2.19	2.5
YJR115W	2.11	2.31
YJR116W	1.38	
YJR117W	1.28	
YJR118C	1.51	1.19
YJR119C	1.01	1.12
YJR120W	0.99	1.12
YJR121W	0.87	1.09
YJR122W	0.73	0.86
YJR123W	0.93	0.8
YJR124C	0.64	0.62
YJR125C	0.65	0.82
YJR126C	0.72	0.73
YJR127C	0.9	0.95
YJR128W	0.92	0.98
YJR129C	1.25	1.13
YJR130C	0.99	1.08
YJR131W	0.77	0.72
YJR132W	0.78	0.75
YJR133W	1.15	0.89
YJR134C	0.94	0.81
YJR135C	1.25	0.91
YJR136C	1.12	0.98
YJR137C	0.66	1.01
YJR138W	0.62	0.69
YJR139C	0.75	0.68
YJR140C	0.82	0.66
YJR141W	1.03	1.07
YJR142W	0.86	0.89
YJR143C	0.84	0.73
YJR144W	0.9	0.76
YJR145C	1.24	1.1
YJR146W	1.14	1.3
YJR147W	1.58	1.5
YJR148W	1.75	1.43
YJR149W	1.76	1.11
YJR150C	1.27	1
YJR151C		
YJR152W	1.23	
YJR153W	0.98	1.06
YJR154W	0.8	0.99
YJR155W	0.74	0.7
YJR156C	0.92	0.66
YJR157W	0.82	0.97
YJR158W	0.61	0.57
YJR159W	0.96	0.86
YJR160C	0.52	0.6
YJR161C	1.07	1.08
YJR162C	1.87	1.61
YJRWdelta14	0.79	0.91
YJRWdelta20	1.1	1.22
YJRWtau3	0.81	0.78
YKL001C	1.05	0.9
YKL002W	0.98	0.78
YKL003C	1.12	0.98
YKL004W	0.78	0.72
YKL005C	0.81	0.75
YKL006C-A	1.08	0.8
YKL006W	0.92	0.96
YKL007W	1.21	0.94
YKL008C	0.83	0.94
YKL009W	0.64	0.65
YKL010C	0.84	0.94
YKL011C	0.64	0.73
YKL012W	0.65	0.6
YKL013C	0.74	0.63
YKL014C	0.97	0.91
YKL015W	1.11	1.01
YKL016C	1.06	0.79
YKL017C	1.11	0.7
YKL018W	1.48	1.03
YKL019W	0.89	0.87
YKL020C	0.7	0.62
YKL021C	0.93	0.82
YKL022C	0.78	1.01
YKL023W	0.61	0.71
YKL024C	0.8	0.81
YKL025C	0.75	0.64
YKL026C	0.8	0.97
YKL027W	0.68	0.73
YKL028W	0.73	0.76
YKL029C	1.81	1.32
YKL030W	1.66	1.45
YKL031W	1.28	1.16
YKL032C	1.01	1
YKL033W	0.93	0.78
YKL033W-A	1.18	0.95
YKL034W	1.23	0.92
YKL035W	2.06	1.51
YKL036C	2.34	1.98
YKL037W	2.14	2.27
YKL038W	0.97	1.28
YKL039W	1.05	1.17
YKL040C	0.96	0.82
YKL041W	0.67	0.74
YKL042W	0.71	0.99
YKL043W	0.68	0.75
YKL044W	0.71	0.78
YKL045W	1.06	0.74
YKL046C	1	1.03
YKL047W	0.96	0.91
YKL048C	0.68	0.77
YKL049C	0.73	0.85
YKL050C	1.2	0.88
YKL051W	0.97	0.75
YKL052C	0.92	0.73
YKL053C-A	1.24	1.11
YKL053W	0.74	0.82
YKL054C	0.8	0.9
YKL055C	0.85	0.9
YKL056C	0.75	0.79
YKL057C	0.7	0.65
YKL058W	1.03	1.05
YKL059C	0.8	0.78
YKL060C	0.93	0.87
YKL061W	0.75	0.77
YKL062W	1.42	1.18
YKL063C	1.12	1.13
YKL064W	0.71	0.88
YKL065C	0.71	0.69
YKL066W	1.08	1.13
YKL067W	1.22	1.09
YKL068W	0.81	0.79
YKL069W	1.02	0.81
YKL070W	0.84	0.92
YKL071W	0.85	0.87
YKL072W	0.69	0.69
YKL073W	0.67	0.67
YKL074C	0.89	0.99
YKL075C	0.7	0.85
YKL076C	0.63	0.67
YKL077W	0.97	0.73
YKL078W	1.06	1.15
YKL079W	0.98	1.03
YKL080W	0.98	1.06
YKL081W	1.28	0.84
YKL082C	0.98	1.25
YKL083W	1.02	0.85
YKL084W	1.02	1.15
YKL085W	3.12	1.98
YKL086W	0.85	1.03
YKL087C	1.12	1.32
YKL088W	0.54	0.7
YKL089W	0.79	0.69
YKL090W	0.98	1.06
YKL091C	0.77	0.95
YKL092C	0.81	0.83
YKL093W	0.88	0.7
YKL094W	1.09	1.22
YKL095W	1.09	0.97
YKL096W	1.02	0.88
YKL097C		
YKL097W-A	1.61	1.74
YKL098W	1.35	1.22
YKL099C	0.73	0.86
YKL100C	1.34	0.9
YKL101W	0.76	0.93
YKL102C	0.74	0.96
YKL103C	0.74	0.8
YKL104C	0.8	0.74
YKL105C	0.73	0.84
YKL106W	0.94	1.09
YKL107W	0.6	0.78
YKL108W	0.94	0.76
YKL109W	1.48	1.3
YKL110C	1.4	1.21
YKL111C	0.91	0.93
YKL112W	1.1	0.72
YKL113C	1.13	1.23
YKL114C	0.97	0.99
YKL115C	0.8	0.89
YKL116C	1.49	0.92
YKL117W	1.06	1.09
YKL118W	0.84	0.9
YKL119C	0.74	0.75
YKL120W	0.62	0.69
YKL121W	0.82	0.88
YKL122C	0.7	0.92
YKL123W	0.7	0.8
YKL124W		
YKL125W	1.34	1.19
YKL126W	1.24	1.34
YKL127W	0.95	1.22
YKL128C	1.52	1.09
YKL129C	1.19	1.29
YKL130C	1.53	1.41
YKL131W	1.06	1.04
YKL132C	1.52	0.97
YKL133C	1.1	1.11
YKL134C	0.81	0.88
YKL135C	0.65	0.71
YKL136W	0.63	0.63
YKL137W	0.93	0.94
YKL138C	0.74	0.81
YKL139W	0.54	0.64
YKL140W	0.77	0.57
YKL141W	1.1	1.02
YKL142W	0.89	1.04
YKL143W	0.79	0.92
YKL144C	0.97	0.83
YKL145W	0.99	0.97
YKL146W	1.09	1.27
YKL147C	1.41	1.73
YKL148C	1.26	1.03
YKL149C	1.22	1.12
YKL150W	1	1.17
YKL151C	1.04	1.29
YKL152C	1.05	0.96
YKL153W	1.45	1.3
YKL154W	0.91	0.88
YKL155C	0.56	0.85
YKL156W	0.85	0.7
YKL157W	1.11	1.02
YKL158W	0.87	0.79
YKL159C	0.69	0.7
YKL160W	0.95	0.88
YKL161C	1.4	1.31
YKL162C	1.17	1.09
YKL162C-A	0.95	1.25
YKL163W	1.26	1.04
YKL164C	0.95	0.84
YKL165C	0.93	1.09
YKL166C	0.77	0.92
YKL167C	1.01	0.98
YKL168C	0.78	0.71
YKL169C	0.95	0.88
YKL170W	0.95	0.86
YKL171W	0.64	0.65
YKL172W	0.69	0.64
YKL173W	0.9	0.96
YKL174C	0.75	0.76
YKL175W	0.68	0.76
YKL176C	1.04	0.82
YKL177W	1.51	1.25
YKL178C	1.26	1.2
YKL179C	1.15	0.93
YKL180W	1.29	1.08
YKL181W	1.27	1.38
YKL182W	0.84	1.04
YKL183W	1.16	1.29
YKL184W	0.97	0.89
YKL185W	1.25	1.07
YKL186C	1.59	1.48
YKL187C	0.85	0.96
YKL188C	0.91	0.84
YKL189W	1.24	1.23
YKL190W	1.16	0.97
YKL191W	1.24	1.06
YKL192C	1.61	1.07
YKL193C	1.68	1.28
YKL194C	0.95	0.81
YKL195W	0.59	0.73
YKL196C	1.07	0.87
YKL197C	1.05	1.06
YKL198C	1.14	1.32
YKL199C	1.19	1.13
YKL200C	0.89	0.79
YKL201C	0.62	1.06
YKL202W	0.45	0.96
YKL203C	0.95	1.07
YKL204W	0.71	0.72
YKL205W	1.01	1.01
YKL206C	1.15	0.88
YKL207W	0.86	0.74
YKL208W	0.83	0.67
YKL209C	1.13	1.03
YKL210W	0.94	0.85
YKL211C	0.85	
YKL212W	0.94	0.84
YKL213C	0.96	0.92
YKL214C	0.81	0.74
YKL215C		
YKL216W	0.97	0.76
YKL217W	1.03	1.05
YKL218C	1.01	1
YKL219W	0.92	1.15
YKL220C	0.85	0.81
YKL221W	0.88	0.91
YKL222C	0.77	0.8
YKL223W	1.11	0.93
YKL224C	1.3	1.02
YKL225W	1.4	1.38
YKLCdelta2	1.28	1.18
YKLCdelta4	1.28	1.12
YKLCdelta6	1.25	1.34
YKLWdelta1	1.07	1.09
YKR001C	0.88	0.73
YKR002W	1.45	1.03
YKR003W	1	0.8
YKR004C	1.16	1.14
YKR005C	0.79	0.91
YKR006C	0.65	0.78
YKR007W	0.52	0.48
YKR008W	0.98	0.93
YKR009C	0.85	0.93
YKR010C	0.92	0.91
YKR011C	1.15	1.02
YKR012C	2.31	1.91
YKR013W	1.05	1.28
YKR014C	0.75	0.69
YKR015C	0.74	0.77
YKR016W	1.13	1.01
YKR017C	0.8	0.75
YKR018C	1.25	0.99
YKR019C	1.11	0.86
YKR020W	0.71	0.83
YKR021W	0.58	0.61
YKR022C	0.6	0.61
YKR023W	0.6	0.51
YKR024C	0.55	0.78
YKR025W	0.56	0.64
YKR026C	1.04	0.72
YKR027W	0.95	0.6
YKR028W	0.9	
YKR029C	0.75	0.83
YKR030W	0.78	0.88
YKR031C	0.6	0.66
YKR032W	0.95	0.89
YKR033C	0.72	0.65
YKR034W	0.85	0.71
YKR035C	0.81	0.75
YKR036C	0.75	0.88
YKR037C	0.55	0.74
YKR038C	1.16	1.16
YKR039W	0.9	0.78
YKR040C	1.1	1.41
YKR041W	1.18	1.24
YKR042W	2.28	1.79
YKR043C	1.31	1.18
YKR044W	1.53	1.3
YKR045C	1.22	1.49
YKR046C	1.22	1.3
YKR047W	2.31	2.05
YKR048C	2.56	2.68
YKR049C	1.84	1.99
YKR050W		1.15
YKR051W	0.94	0.91
YKR052C	1.13	1.13
YKR053C	0.61	0.79
YKR054C	0.65	0.76
YKR055W	0.51	0.5
YKR056W	0.71	0.86
YKR057W	1.01	0.94
YKR058W	0.7	0.68
YKR059W	0.75	0.61
YKR060W	1.13	1.21
YKR061W	1.15	1.16
YKR062W	0.99	0.96
YKR063C	0.81	0.89
YKR064W	1.29	1.28
YKR065C	1.25	1.03
YKR066C	2.4	1.93
YKR067W	0.95	0.85
YKR068C	1.55	1.37
YKR069W	0.57	0.84
YKR070W	1.05	0.94
YKR071C	1.05	0.86
YKR072C	0.89	1.03
YKR073C	0.84	0.82
YKR074W	1.25	1
YKR075C	0.8	0.83
YKR076W	1.23	1.27
YKR077W	0.95	0.84
YKR078W	0.91	0.84
YKR079C	0.88	0.79
YKR080W	1.38	1.29
YKR081C	0.83	0.86
YKR082W	0.83	0.72
YKR083C	0.8	0.77
YKR084C	0.82	1.03
YKR085C	0.43	0.62
YKR086W	0.65	0.76
YKR087C	0.6	0.66
YKR088C	0.69	0.9
YKR089C	0.51	0.69
YKR090W	0.65	0.76
YKR091W	0.63	0.68
YKR092C	0.94	1.13
YKR093W	1	1
YKR094C	1.09	0.97
YKR095W		
YKR096W	1.03	1.03
YKR097W	1.06	0.98
YKR098C	0.98	0.75
YKR099W	0.64	
YKR100C	0.71	0.83
YKR101W	0.51	0.68
YKR102W	0.57	0.58
YKR103W	0.42	0.5
YKR104W	0.5	0.85
YKR105C	0.57	0.67
YKR106W	0.73	0.68
YKRCdelta11	1.53	1.34
YKRCdelta9	0.97	0.88
YKRWdelta10	0.96	1.03
YLL001W	0.55	0.62
YLL002W	0.94	1.07
YLL003W	0.91	0.81
YLL004W	0.75	0.84
YLL005C	0.82	0.77
YLL006W	0.92	0.84
YLL007C	0.82	0.8
YLL008W	0.7	0.54
YLL009C	0.59	0.74
YLL010C	0.65	0.6
YLL011W	0.8	0.76
YLL012W	0.97	0.71
YLL013C	0.9	0.72
YLL014W	0.85	0.95
YLL015W	0.68	0.75
YLL016W	0.93	0.87
YLL017W	0.93	0.87
YLL018C	1.8	1.13
YLL018C-A	1.22	1.37
YLL019C	1.33	1.06
YLL020C	0.77	0.69
YLL021W	0.78	0.76
YLL022C	1.56	1.25
YLL023C	1.99	1.41
YLL024C	1.07	0.97
YLL025W	1.43	1.01
YLL026W	0.97	0.88
