This is a tab delimited file. If you are seeing this in your web browser, you 
probably want to use the "Save target as..." right-click option, or the 
"Download link to disk..." option on macintosh browsers. (Mac users, hold down 
the mouse button over the link until the pop-up menu appears.)
This text file contains the red:green ratios 
from hybridizations done with arrays containing all the elements 
of the yeast genome.  The "i" preceding the element indicates 
that the spot of DNA corresponds to an intergenic segment of DNA 
to the right of the indicated element.  Blanks indicate that the 
spot on the array corresponding to that element did not contain 
usable data.


NAME	FX6	FX4
iYLR154C	0.8	0.93
iYLR155C-0	1.2	1.08
iYLR155C-A	0.9	0.69
iYLR155C-B	1.22	1.35
iYLR157C-0	1.15	1.1
iYLR157C-A	1.18	0.72
iYLR157C-B	0.72	0.95
iYLR158C-0	1.26	1.15
iYLR158C-1	1.22	1.27
iYLR159W	1.05	0.83
iYLR160C-0	1.19	1.07
iYLR160C-1	1.43	1.33
iYLR161W	0.78	0.94
iYLR162W-0	2.2	2.04
iYLR162W-A	1.6	1.27
iYLR162W-B	0.95	0.89
iYLR163C	1.1	1.12
iYLR164W	1.42	1.53
iYLR165C	0.9	1.08
iYLR166C	1.51	1.54
iYLR167W	0.54	0.77
iYLR168C	0.85	0.7
iYLR171W	0.71	0.68
iYLR172C	0.93	0.86
iYLR173W	0.73	0.86
iYLR174W	0.84	0.84
iYLR175W	0.79	0.81
iYLR176C	1.57	1.64
iYLR177W	0.72	0.92
iYLR178C	1.17	1.26
iYLR179C	1.08	1.2
iYLR180W	1.15	1.09
iYLR181C	0.72	0.65
iYLR182W	0.66	0.8
iYLR183C	0.74	
iYLR184W	1.43	1.39
iYLR185W	0.96	0.94
iYLR186W	0.88	0.95
iYLR187W	0.66	0.72
iYLR188W	0.67	0.64
iYLR189C	0.89	0.9
iYLR190W	0.83	0.74
iYLR191W	0.54	0.72
iYLR192C	0.93	1.09
iYLR193C	1.18	1.08
iYLR194C	1.14	1.46
iYLR195C	0.93	0.86
iYLR196W	0.66	0.84
iYLR198C	0.61	0.69
iYLR199C	0.84	0.75
iYLR200W	0.49	0.66
iYLR203C	0.75	1
iYLR204W	0.74	0.92
iYLR205C	1.97	1.5
iYLR206W	0.63	0.72
iYLR207W	0.59	0.61
iYLR208W	0.96	1.08
iYLR209C	1.13	1.19
iYLR210W	0.94	1.14
iYLR211C	1.14	1.11
iYLR212C	0.97	1.06
iYLR213C	1.11	1.18
iYLR214W	0.83	1.2
iYLR215C	0.95	0.97
iYLR217W	0.92	1.13
iYLR218C	1.26	1.37
iYLR219W	0.86	1.02
iYLR220W	1.04	1.01
iYLR221C	0.82	0.85
iYLR222C	1.1	0.91
iYLR223C	1.01	0.94
iYLR224W	0.92	0.79
iYLR225C	0.92	0.93
iYLR227C	1.29	0.98
iYLR228C-0	1.28	1.23
iYLR228C-1	1.24	1.21
iYLR230W	1.08	0.87
iYLR232W	0.89	1.13
iYLR233C	1.04	0.99
iYLR236C	0.94	1.61
iYLR237W	0.98	0.89
iYLR238W	0.62	0.67
iYLR239C	0.75	0.91
iYLR240W	0.72	0.72
iYLR241W	0.77	0.84
iYLR242C	0.71	0.76
iYLR243W	0.69	0.8
iYLR244C	0.69	0.73
iYLR245C	0.83	0.96
iYLR246W	0.62	0.75
iYLR247C	0.94	0.91
iYLR248W	1.15	0.84
iYLR249W	0.86	0.89
iYLR250W	1.13	0.85
iYLR252W	0.91	0.68
iYLR253W	0.87	0.68
iYLR254C	1.48	1.14
iYLR255C	2.41	1.64
iYLR257W	0.84	1.02
iYLR258W	1	0.88
iYLR259C	0.57	0.66
iYLR260W	0.89	0.84
iYLR262C	0.63	0.66
iYLR262C-A	1.04	1.02
iYLR263W	0.6	0.78
iYLR264W	1.31	1.16
iYLR265C	0.79	0.76
iYLR266C	1.39	1.86
iYLR267W	0.78	0.8
iYLR270W	1.08	0.96
iYLR271W	0.48	0.57
iYLR272C	0.98	0.88
iYLR273C	0.69	0.63
iYLR274W	0.89	0.83
iYLR275W	0.39	0.51
iYLR276C	0.99	0.94
iYLR277C	0.58	0.62
iYLR278C	1.17	1.05
iYLR281C	0.92	0.84
iYLR283W	0.86	0.89
iYLR284C	0.76	0.63
iYLR285W	0.64	0.67
iYLR286C	0.8	0.66
iYLR287C	1.35	1.02
iYLR287C-A	0.76	0.61
iYLR288C	0.71	0.8
iYLR289W	0.48	0.52
iYLR290C	0.89	0.73
iYLR291C	0.83	0.61
iYLR292C	1.03	0.82
iYLR293C	0.66	0.54
iYLR295C	1.16	1.05
iYLR296W	1.23	0.9
iYLR297W	1.28	1.23
iYLR298C	0.88	0.58
iYLR299W	2.82	1.81
iYLR300W	0.75	0.67
iYLR301W	0.6	0.93
iYLR303W	0.82	0.88
iYLR304C	1.54	1.24
iYLR305C	1.54	1.35
iYLR306W	1.46	1.12
iYLR307W	2	1.43
iYLR308W	0.95	0.92
iYLR309C	1.2	1.21
iYLR310C	0.54	0.78
iYLR312C	2.06	2.03
iYLR312W-A	0.72	0.85
iYLR313C	1.41	1.43
iYLR314C	0.67	0.95
iYLR317W	1.17	1.35
iYLR318W	0.7	0.65
iYLR319C	0.92	0.82
iYLR320W	0.73	0.64
iYLR322W	0.7	0.82
iYLR323C	0.63	0.73
iYLR324W	0.92	0.95
iYLR325C	1.11	0.86
iYLR326W	1.12	1.23
iYLR327C	0.97	1.14
iYLR328W	0.66	0.62
iYLR329W	0.76	0.81
iYLR330W	1.17	0.8
iYLR332W-0	0.8	0.83
iYLR332W-1	0.96	0.72
iYLR333C	1.27	0.99
iYLR335W	0.48	0.56
iYLR336C	0.62	0.74
iYLR338W	1.37	0.75
iYLR340W	0.71	0.73
iYLR341W	0.75	0.65
iYLR342W	0.71	0.71
iYLR343W	0.57	0.51
iYLR344W	1.05	0.95
iYLR345W	0.55	0.42
iYLR346C	1.15	0.99
iYLR347C	1.56	1.1
iYLR349W	2.89	2.6
iYLR350W	0.91	1.12
iYLR351C	1.71	1.46
iYLR352W	0.98	0.74
iYLR353W	1.23	1.28
iYLR354C	1.11	1.32
iYLR355C	2.52	2.13
iYLR356W	1.57	1.29
iYLR358C	1.1	0.98
iYLR359W	0.93	1.05
iYLR361C	1.04	0.94
iYLR362W	1.04	0.98
iYLR363C	1.16	1.18
iYLR364W	0.85	0.87
iYLR366W	1.19	1.16
iYLR368W	0.98	0.87
iYLR369W	0.94	0.72
iYLR370C	1.04	0.76
iYLR371W	1.01	0.87
iYLR372W	1	0.82
iYLR373C	0.86	1.09
iYLR375W	1.09	1.05
iYLR376C	0.83	0.75
iYLR377C	1.5	1.18
iYLR379W	2.07	1.51
iYLR380W	1.17	0.96
iYLR381W	0.98	0.94
iYLR382C	0.84	0.74
iYLR383W	0.7	0.68
iYLR384C	0.91	1.05
iYLR385C	0.93	0.95
iYLR386W	0.68	0.74
iYLR387C	0.9	0.75
iYLR388W	0.61	0.65
iYLR389C	0.5	0.69
iYLR390W	0.86	0.97
iYLR391W-A	0.51	0.67
iYLR392C	1.1	0.96
iYLR394W	0.71	0.66
iYLR395C	0.84	0.74
iYLR396C	0.59	0.68
iYLR397C	0.8	0.84
iYLR398C	0.75	0.76
iYLR399C	1.65	1.51
iYLR400W	0.61	0.82
iYLR401C	1.16	1.36
iYLR402W	1.46	1.43
iYLR403W	1.13	1.04
iYLR404W	1.1	1.12
iYLR405W	1.09	1.01
iYLR406C	1.81	1.75
iYLR407W	1.09	1.11
iYLR408C	0.84	1.03
iYLR409C	0.96	0.87
iYLR410W	1.07	1.2
iYLR411W	0.92	1.11
iYLR412W-0	1.79	1.23
iYLR412W-1	0.84	0.89
iYLR413W	1.06	1.11
iYLR414C	1.2	1.09
iYLR416C	1.08	1.15
iYLR417W	0.93	0.7
iYLR418C	0.95	0.76
iYLR419W	0.92	0.74
iYLR420W	0.87	0.63
iYLR421C	0.99	0.72
iYLR422W	0.79	0.69
iYLR423C	0.81	0.86
iYLR424W	1.02	0.97
iYLR425W	0.78	0.67
iYLR426W	0.86	0.74
iYLR427W	0.59	0.58
iYLR429W	0.89	0.76
iYLR430W	0.77	0.75
iYLR431C	1.04	0.87
iYLR432W	0.73	0.68
iYLR435W	0.87	0.77
iYLR436C	1.33	1.62
iYLR437C	1.02	0.98
iYLR438C-A	1.8	
iYLR438W	1.02	1.36
iYLR439W	0.59	0.93
iYLR440C	1.23	0.99
iYLR441C	0.82	1.01
iYLR442C	0.95	0.81
iYLR444C	0.53	0.77
iYLR445W	0.92	0.97
iYLR446W	0.77	1.02
iYLR447C	2.94	2.17
iYLR448W	1.16	1.14
iYLR449W	1.08	1.11
iYLR450W	1.16	1.15
iYLR451W	0.91	0.93
iYLR452C	1.25	1.08
iYLR453C	1.21	1.18
iYLR454W	0.8	1.09
iYLR455W	1.04	1.06
iYLR456W	0.95	1.09
iYLR458W	0.96	1.1
iYLR459W	0.78	0.91
iYLR460C-0	1.29	1.4
iYLR460C-1	1.24	0.99
iYLR461W-0	1.29	1.25
iYLR461W-1	1.5	1.18
iYLR466W	1.56	1.53
iYLRCdelta18	0.47	0.43
iYLRCdelta19	0.52	0.37
iYLRCdelta21	0.68	0.88
iYLRCdelta24	0.88	0.73
iYLRCdelta26	1.35	0.95
iYLRCdelta27	1.03	1.1
iYLRCdelta5	0.75	0.93
iYLRCdelta8	1.21	0.96
iYLRCdelta9	0.9	0.86
iYLRCsigma1		1.06
iYLRCtau1	0.98	0.94
iYLRWdelta11	0.76	0.96
iYLRWdelta14	0.5	0.71
iYLRWdelta15	0.95	1.13
iYLRWdelta17	1.05	0.94
iYLRWdelta20	0.58	0.64
iYLRWdelta23	0.85	0.87
iYLRWdelta4	1.27	1.28
iYLRWdelta6-0	1.59	1.01
iYLRWdelta6-A	1.46	0.98
iYLRWdelta6-B	1.84	1.41
iYML001W	0.99	0.98
iYML002W	0.92	1.16
iYML003W	1	1.03
iYML004C	0.81	1.04
iYML005W	1.04	0.95
iYML006C	1.1	0.99
iYML007W	0.95	1.07
iYML008C	0.95	1.04
iYML009C	0.85	1.14
iYML010C-B	0.87	0.87
iYML011C	0.58	0.81
iYML012W	0.66	0.8
iYML013C-A	0.53	0.72
iYML014W	1.05	1.07
iYML015C	0.6	0.75
iYML016C	0.92	0.73
iYML017W	0.71	0.77
iYML018C	1.25	0.87
iYML019W	0.65	0.73
iYML020W	0.91	0.71
iYML021C	0.7	0.75
iYML022W	0.77	0.84
iYML023C	0.72	0.85
iYML024W	0.89	
iYML025C	1.55	1.61
iYML026C	1.31	1.3
iYML027W	1.01	1.06
iYML028W	1.16	1.06
iYML029W	0.97	1.3
iYML030W	1.07	0.96
iYML031W	0.84	0.92
iYML033W	1.03	0.97
iYML034W	0.64	0.96
iYML035C	1.01	0.75
iYML036W	0.82	0.92
iYML037C	1.31	1.23
iYML038C	0.9	0.95
iYML041C	1.73	1.23
iYML042W	1.11	1.15
iYML043C	1.92	1.74
iYML046W	1.16	1.01
iYML047C	1.2	1.21
iYML048W	0.99	1.14
iYML049C	1.09	1.14
iYML050W	0.95	1.17
iYML051W	1.27	1.29
iYML052W	1.05	1.3
iYML053C	1.69	1.47
iYML054C	1.46	1.53
iYML055W	1.02	1.16
iYML057W	0.75	0.77
iYML058W	0.69	0.79
iYML059C	0.9	0.86
iYML060W	0.63	0.78
iYML061C	0.89	0.68
iYML062C	0.52	0.66
iYML063W	0.92	0.99
iYML064C	1.5	1.47
iYML065W	1.07	0.97
iYML066C	0.78	0.8
iYML067C	0.8	0.86
iYML068W	0.5	0.58
iYML069W	0.7	0.87
iYML070W	0.64	0.66
iYML071C	0.86	1.01
iYML072C	0.69	0.64
iYML073C	1.32	1.38
iYML074C-0	0.98	1.05
iYML074C-1	0.89	0.72
iYML075C	1.22	1
iYML076C	1.05	1.05
iYML077W	0.92	0.74
iYML078W	1.05	0.95
iYML079W	0.88	0.87
iYML080W	0.9	0.81
iYML081C-A	0.98	0.88
iYML081W	0.69	0.78
iYML082W	1.2	0.95
iYML083C	1.66	1.72
iYML085C	0.74	0.97
iYML086C	1.25	1.01
iYML087C	0.92	1.02
iYML088W	0.85	0.95
iYML089C	0.93	1.17
iYML092C	1.02	1.19
iYML093W	0.97	1.09
iYML094W	1.03	1.13
iYML095C	0.79	1.07
iYML097C	0.8	0.96
iYML098W	0.92	1.11
iYML099C	1.04	1.19
iYML100W	0.94	1.09
iYML101C	1.5	1.39
iYML103C	1.16	1.4
iYML104C	1.07	1.1
iYML105C	0.81	0.98
iYML106W	0.91	0.71
iYML107C	0.84	0.68
iYML108W	0.7	0.81
iYML109W	0.81	0.7
iYML110C	1.16	1.01
iYML111W	0.71	0.64
iYML112W	1.22	1
iYML113W	0.77	0.73
iYML114C	1.37	1.16
iYML115C	0.65	0.57
iYML116W	0.72	0.69
iYML117W-A	0.59	0.47
iYML118W	0.86	0.89
iYML119W	1.16	0.66
iYML120C	1	0.98
iYML121W	1.13	0.88
iYML122C	1.46	1.52
iYML123C	1.03	1.03
iYML124C	0.93	0.91
iYML125C	1.18	1.05
iYML126C	0.88	1.05
iYML127W	0.59	0.59
iYML128C	0.89	0.93
iYML129C	0.74	0.65
iYML130C	0.82	0.81
iYML131W	0.77	0.94
iYML132W-0	1.28	1.08
iYML132W-1	0.9	0.88
iYML133C-0	1.47	1.21
iYML133C-1	1.32	1.44
iYMLCdelta1	1.1	0.88
iYMLCdelta2	1.19	1.35
iYMLWdelta4	0.88	1.03
iYMLWdelta6	1.66	1.17
iYMR001C	1.29	1.28
iYMR002W	0.84	1.01
iYMR003W	0.99	0.81
iYMR004W	0.88	0.8
iYMR005W	0.77	0.65
iYMR006C	0.87	0.88
iYMR007W	1.07	0.93
iYMR008C	0.96	0.84
iYMR009W	0.87	0.79
iYMR010W-0	1.07	0.95
iYMR010W-1	0.84	0.76
iYMR011W	0.93	0.95
iYMR012W	0.8	0.71
iYMR013C-0	0.93	0.89
iYMR013C-1	1.54	1.07
iYMR014W	0.68	0.84
iYMR015C	1.48	1.56
iYMR016C-0	1.16	1.17
iYMR016C-1	1.46	1.36
iYMR017W	0.99	0.74
iYMR018W	0.87	0.86
iYMR019W	0.68	0.64
iYMR020W	0.84	0.72
iYMR021C	0.81	0.76
iYMR022W	0.81	0.64
iYMR023C	0.66	0.8
iYMR024W	0.6	0.69
iYMR026C	0.93	0.84
iYMR027W	0.52	0.66
iYMR028W	0.69	0.65
iYMR029C	0.68	0.81
iYMR030W	0.78	0.74
iYMR031W-A	0.55	0.73
iYMR032W	1	0.9
iYMR033W	0.56	0.75
iYMR034C	0.97	1.15
iYMR035W	0.74	0.84
iYMR036C	1	1.1
iYMR037C	1.57	1.69
iYMR038C	1.28	1.46
iYMR039C	0.68	1.02
iYMR040W	0.91	1.18
iYMR041C	0.98	1.16
iYMR042W	1.12	1.79
iYMR043W	1.19	1.3
iYMR044W	0.74	0.72
iYMR046W-A	1.14	1.14
iYMR047C	0.8	0.8
iYMR048W	0.67	0.61
iYMR049C-0	0.9	0.94
iYMR049C-1	0.58	0.66
iYMR053C	0.71	0.92
iYMR054W	0.65	0.83
iYMR055C	1.25	1.46
iYMR056C	1.43	1.73
iYMR057C	1.55	1.73
iYMR058W	1.01	
iYMR060C	1.08	0.89
iYMR061W	0.65	0.76
iYMR062C	0.87	1.03
iYMR063W	0.62	0.64
iYMR064W	1.09	0.99
iYMR065W	0.68	0.7
iYMR066W	0.62	0.92
iYMR067C	0.79	0.55
iYMR068W	1.2	1.18
iYMR069W	1.36	0.92
iYMR070W	1.3	1.48
iYMR071C	1.01	0.76
iYMR072W	1.01	1.05
iYMR073C	0.59	0.58
iYMR074C	0.77	0.84
iYMR075C-A	0.42	
iYMR076C	0.86	0.86
iYMR077C	0.79	0.82
iYMR078C	0.98	0.98
iYMR079W	1.07	1.13
iYMR080C	1.11	0.9
iYMR081C	1.18	1.25
iYMR082C-0	1.12	1.11
iYMR082C-1	1.57	1.65
iYMR083W	1.39	1.2
iYMR084W	1.14	1.27
iYMR085W	0.87	1.19
iYMR086C-A	0.89	0.84
iYMR088C	0.73	0.75
iYMR089C	0.97	0.93
iYMR090W	0.7	0.61
iYMR091C	0.96	0.94
iYMR092C	1.26	0.9
iYMR093W	1.13	0.92
iYMR095C	0.64	0.74
iYMR096W	0.83	0.88
iYMR097C	0.85	0.73
iYMR098C	0.97	0.93
iYMR099C	0.8	0.92
iYMR100W	0.99	0.94
iYMR101C	0.83	0.68
iYMR102C	1.49	1.23
iYMR103C	1.02	1.1
iYMR104C	1.36	0.96
iYMR105C	1.13	1.3
iYMR106C	1.23	1.06
iYMR107W	1.09	1.13
iYMR108W	0.97	0.81
iYMR109W	0.71	0.93
iYMR110C	0.73	0.84
iYMR111C	0.59	0.69
iYMR112C	0.9	1.01
iYMR113W	0.4	0.37
iYMR114C	0.73	0.79
iYMR115W		0.46
iYMR116C	0.81	0.79
iYMR117C	0.49	0.53
iYMR118C	1.14	0.94
iYMR119W-A	0.79	0.91
iYMR120C	1.56	1.25
iYMR121C	1.54	1.71
iYMR122C-0	1.84	1.61
iYMR122C-1	1.21	1.33
iYMR123W	1.19	1.07
iYMR124W	0.96	0.99
iYMR125W	1.2	0.96
iYMR126C	1.04	1.05
iYMR127C	1.23	1.01
iYMR128W		0.88
iYMR129W	1.05	1.02
iYMR130W	0.59	0.63
iYMR131C	0.91	0.75
iYMR132C	0.86	0.87
iYMR133W	1.02	0.88
iYMR134W	0.78	0.96
iYMR135W-A	2.14	2.01
iYMR136W	0.62	0.74
iYMR137C	0.92	0.76
iYMR138W	1.03	0.69
iYMR139W	0.83	0.79
iYMR140W	1.09	0.8
iYMR141C	0.81	0.75
iYMR142C	0.75	0.72
iYMR143W	1.01	0.72
iYMR144W	0.96	0.85
iYMR145C	1.71	1.31
iYMR146C	1.05	0.93
iYMR147W	1.13	0.83
iYMR148W	1.01	0.87
iYMR149W	0.79	0.73
iYMR151W	0.78	0.71
iYMR152W	0.73	0.68
iYMR153C-A	0.68	0.73
iYMR154C	0.8	0.71
iYMR155W	0.44	0.61
iYMR156C	0.85	0.8
iYMR157C	0.69	0.77
iYMR158C-B	1.15	0.87
iYMR158W	0.96	0.77
iYMR159C	0.46	
iYMR160W	1.33	1.12
iYMR161W	1.52	
iYMR162C	0.85	0.72
iYMR163C	0.81	0.8
iYMR164C		0.92
iYMR165C	1.79	1.69
iYMR166C		0.95
iYMR167W	1.13	0.98
iYMR168C		0.93
iYMR169C	1.27	0.87
iYMR170C	1.24	0.98
iYMR171C	1.31	0.88
iYMR172C-A	1.15	0.84
iYMR173W-A	1	0.95
iYMR174C	0.9	0.96
iYMR175W	1.59	1.17
iYMR176W	0.8	0.76
iYMR177W	0.98	0.9
iYMR178W	0.9	0.88
iYMR179W	0.83	0.82
iYMR180C	1	0.9
iYMR181C	0.97	0.88
iYMR182C-0	0.88	0.97
iYMR182C-1	1.19	0.93
iYMR183C	1.16	0.9
iYMR184W	0.8	0.74
iYMR185W	0.88	0.82
iYMR186W	0.92	0.81
iYMR187C	0.78	0.76
iYMR188C	1.1	0.87
iYMR189W	0.72	0.73
iYMR190C	0.73	0.71
iYMR191W	0.76	0.88
iYMR192W	0.91	0.91
iYMR193W	0.81	0.85
iYMR194C-A	1.65	1.82
iYMR194W	1.46	1.32
iYMR195W	1.22	1.04
iYMR196W	0.77	0.73
iYMR197C	1.07	0.76
iYMR198W	1.3	1.27
iYMR199W	1.06	0.79
iYMR200W	0.66	0.81
iYMR201C	1.24	0.94
iYMR202W	0.76	0.89
iYMR203W	0.88	0.62
iYMR204C	1.02	0.83
iYMR205C	1.39	1.05
iYMR206W	0.91	0.86
iYMR207C	1.35	1.2
iYMR208W	0.59	0.75
iYMR209C	0.94	0.72
iYMR210W	0.55	0.73
iYMR211W	0.98	1.07
iYMR212C	0.57	0.77
iYMR213W	1	1.28
iYMR214W	0.73	1.11
iYMR215W	0.87	1.05
iYMR216C	0.72	0.98
iYMR217W	0.86	1.05
iYMR218C	0.46	0.8
iYMR219W	0.87	0.94
iYMR220W	0.87	0.9
iYMR221C	1.12	1.28
iYMR222C	0.77	0.74
iYMR223W	0.7	0.88
iYMR224C	0.49	0.61
iYMR225C	0.7	0.8
iYMR226C	0.39	0.53
iYMR227C	0.71	0.93
iYMR228W	0.5	0.52
iYMR229C	0.78	0.94
iYMR230W	0.62	0.69
iYMR231W	1.03	1.02
iYMR232W	0.45	0.65
iYMR233W	1.01	0.94
iYMR234W	0.56	0.46
iYMR235C	0.54	0.7
iYMR236W	0.54	0.45
iYMR237W	0.65	0.7
iYMR238W	0.46	0.49
iYMR239C	0.6	0.54
iYMR240C	1	0.95
iYMR241W	0.65	0.55
iYMR242C	0.86	0.84
iYMR243C	1.15	0.94
iYMR244W	1.63	1.49
iYMR245W	0.99	0.76
iYMR246W	0.72	0.83
iYMR247C	0.52	0.54
iYMR250W	0.71	0.84
iYMR251W	1.74	1.9
iYMR251W-A	0.71	0.92
iYMR252C	0.91	0.86
iYMR253C	0.81	0.69
iYMR254C	0.7	1
iYMR255W	0.7	0.95
iYMR256C	1.03	1.23
iYMR257C	0.63	0.86
iYMR258C	0.92	1.08
iYMR259C	0.84	0.91
iYMR260C	1.11	1.27
iYMR261C	0.8	0.89
iYMR262W	1.1	1.34
iYMR263W	1.06	1.22
iYMR264W	1.41	1.59
iYMR265C	1.54	1.75
iYMR266W	1.1	1.15
iYMR267W	0.53	0.62
iYMR268C	0.71	0.88
iYMR269W	0.45	0.62
iYMR270C	0.99	0.94
iYMR271C	1	0.79
iYMR272C	1.27	1.27
iYMR273C	0.72	0.74
iYMR274C	1.11	1.07
iYMR275C	0.92	1.15
iYMR276W	1.47	1.39
iYMR277W	0.7	0.68
iYMR278W	0.68	0.85
iYMR279C	0.79	0.66
iYMR280C	1.18	1.06
iYMR282C	0.65	0.65
iYMR283C	0.9	0.84
iYMR284W	0.62	0.63
iYMR285C	0.7	0.87
iYMR286W	0.56	0.55
iYMR287C	0.64	0.92
iYMR288W	0.5	0.49
iYMR289W	0.59	0.57
iYMR290W-A	0.63	0.52
iYMR291W	0.68	0.77
iYMR292W	0.63	0.56
iYMR293C	0.75	0.83
iYMR294W	0.54	0.6
iYMR295C	0.85	0.9
iYMR296C	1.07	1.02
iYMR297W	0.91	0.88
iYMR298W	0.51	0.65
iYMR299C	0.67	0.82
iYMR300C	0.84	1.01
iYMR301C	0.87	0.94
iYMR302C	1.09	1.07
iYMR303C	1.21	1.28
iYMR304W	0.72	0.95
iYMR305C	0.96	1.01
iYMR306C-A	0.89	0.85
iYMR307W	0.82	1.05
iYMR308C	1.01	0.9
iYMR309C	0.92	1.04
iYMR310C	0.67	0.74
iYMR311C	0.8	0.9
iYMR312W	0.73	0.69
iYMR313C	0.98	0.77
iYMR314W	0.65	0.63
iYMR315W	1.06	0.74
iYMR316C-A	0.61	0.74
iYMR317W	0.79	0.59
iYMR318C	0.76	0.62
iYMR319C-0	0.85	0.77
iYMR319C-1	0.87	0.71
iYMR320W	0.95	0.82
iYMR321C	0.84	0.74
iYMR322C	1.06	0.96
iYMR323W	0.99	0.86
iYMR324C	1.21	1.13
iYMR325W	1.15	0.93
iYMRCdelta10	0.63	0.9
iYMRCdelta13	0.69	0.77
iYMRCtau1	0.81	0.76
iYMRWdelta12	1.13	1.14
iYMRWdelta15	1.56	1.5
iYMRWdelta16	0.68	0.85
iYMRWdelta17	0.53	0.66
iYMRWdelta19-0	0.79	0.63
iYMRWdelta19-1	0.66	0.72
iYMRWdelta20	0.66	0.94
iYMRWdelta21	0.66	0.71
iYMRWtau2	0.87	0.97
iYNL001W	1.11	1.24
iYNL002C	0.85	1.1
iYNL003C	0.68	0.77
iYNL004W	0.87	0.97
iYNL005C	0.81	0.97
iYNL006W	1.39	1.19
iYNL007C	0.84	1.01
iYNL008C	0.98	1.09
iYNL009W	0.61	0.81
iYNL010W	0.96	1.08
iYNL011C	0.7	0.86
iYNL012W	0.92	0.9
iYNL013C	0.73	0.8
iYNL015W	0.72	0.78
iYNL016W	0.55	0.74
iYNL018C	0.64	0.77
iYNL019C	0.67	0.73
iYNL020C	0.55	0.61
iYNL021W	0.9	0.79
iYNL022C	0.55	0.6
iYNL023C	0.75	0.72
iYNL024C	0.6	0.68
iYNL025C	0.53	0.56
iYNL026W	0.66	0.77
iYNL027W	0.38	0.49
iYNL028W	0.57	0.77
iYNL030W	0.72	0.73
iYNL031C	0.72	0.77
iYNL032W	0.53	
iYNL033W	0.78	0.98
iYNL034W	0.66	0.73
iYNL035C	0.78	0.61
iYNL036W	0.41	0.46
iYNL037C	0.73	0.83
iYNL038W	0.67	0.85
iYNL039W	0.87	0.86
iYNL040W	0.62	0.7
iYNL041C	0.87	0.84
iYNL042W	0.57	0.77
iYNL043C	1.31	1.65
iYNL045W	0.94	1
iYNL046W	1.07	1.13
iYNL047C	1.13	1.43
iYNL048W	0.97	1.41
iYNL049C	1.18	1.52
iYNL050C	0.66	0.97
iYNL051W	0.97	1.15
iYNL052W	0.8	1.03
iYNL053W	0.77	0.98
iYNL054W	0.74	0.88
iYNL055C	0.82	0.91
iYNL056W	0.89	1
iYNL057W	0.56	0.82
iYNL059C	0.91	1.11
iYNL061W	0.69	0.81
iYNL062C	0.67	0.69
iYNL063W	0.55	0.65
iYNL064C	1.07	0.69
iYNL065W	0.57	0.6
iYNL066W	0.93	0.79
iYNL067W	0.67	0.71
iYNL068C	0.88	0.86
iYNL069C	1.01	1.06
iYNL070W	1.18	1.18
iYNL071W	1.02	0.91
iYNL072W	1.63	1.71
iYNL073W	0.83	0.95
iYNL074C	1.17	0.86
iYNL075W	0.62	0.76
iYNL076W	1.05	0.76
iYNL077W	0.79	0.67
iYNL078W	1.04	0.83
iYNL079C	1.02	0.88
iYNL080C	0.84	0.8
iYNL081C	0.84	0.77
iYNL082W	0.77	0.69
iYNL083W	0.89	0.64
iYNL084C	0.9	0.81
iYNL085W	0.64	0.73
iYNL086W	0.78	0.66
iYNL087W	0.61	0.67
iYNL088W	0.89	0.76
iYNL089C	1.17	0.82
iYNL091W	1.12	0.88
iYNL092W	0.85	0.68
iYNL093W	0.95	0.9
iYNL094W	0.75	0.68
iYNL095C	1.19	0.88
iYNL096C	1.13	0.92
iYNL097C	1.16	1.11
iYNL098C	2.12	2.13
iYNL099C	1.14	1.24
iYNL100W	1.05	1.03
iYNL101W	1.25	0.98
iYNL102W	1.66	1.3
iYNL103W	0.91	1.1
iYNL104C	3.94	3.02
iYNL105W	1.37	1.19
iYNL107W	0.87	0.73
iYNL108C	0.99	1.04
iYNL110C	1.01	1.01
iYNL111C	1.25	1.28
iYNL112W	1.52	1.61
iYNL113W	0.99	0.93
iYNL115C	1.14	1.04
iYNL116W	0.66	0.74
iYNL117W	1.08	1.11
iYNL118C	2.22	1.22
iYNL119W	0.91	0.94
iYNL121C	0.93	0.81
iYNL122C	0.9	0.92
iYNL123W	0.67	0.65
iYNL124W	0.76	0.87
iYNL125C	0.64	0.9
iYNL126W	1.19	1.01
iYNL127W	0.85	0.82
iYNL128W	0.87	0.76
iYNL129W	0.71	0.82
iYNL130C	1.2	0.98
iYNL131W	0.77	0.91
iYNL132W	0.98	0.92
iYNL133C	1.09	0.87
iYNL134C	0.93	0.85
iYNL135C	0.81	0.78
iYNL136W	0.57	0.7
iYNL137C	0.99	0.85
iYNL138W	0.76	0.67
iYNL139C	1.42	1.22
iYNL141W	0.71	0.58
iYNL142W	0.91	0.78
iYNL143C	1.14	0.9
iYNL144C-0	1.43	1.16
iYNL144C-1	1.86	1.53
iYNL145W	0.88	0.82
iYNL146W	0.9	0.89
iYNL147W	1.32	1.14
iYNL148C	0.89	1.12
iYNL149C	1.58	1.46
iYNL151C	1.31	1.17
iYNL152W	0.75	0.83
iYNL153C	0.95	0.88
iYNL154C	1.13	0.94
iYNL155W	1.05	0.86
iYNL156C	0.96	0.96
iYNL157W	0.76	0.76
